PORT,VALUE
57920,13
57921,4
57922,8
57923,9
57924,6
57925,4
57926,9
57927,11
57928,10
57929,10
57930,15
57931,12
57932,5
57933,10
57934,10
57935,6
57936,10
57937,4
57938,10
57939,6
57940,10
57941,6
57942,8
57943,9
57944,8
57945,5
57946,9
57947,10
57948,9
57949,4
57950,4
57951,6
57952,6
57953,6
57954,6
57955,12
57956,7
57957,12
57958,14
57959,13
57960,8
57961,4
57962,4
57963,6
57964,5
57965,2
57966,8
57967,5
57968,12
57969,7
57970,6
57971,6
57972,3
57973,2
57974,11
57975,7
57976,3
57977,16
57978,1
57979,4
57980,9
57981,2
57982,16
57983,8
57984,6
57985,3
57986,5
57987,0
57988,7
57989,6
57990,7
57991,5
57992,6
57993,10
57994,6
57995,16
57996,4
57997,10
57998,13
57999,4
58000,8
58001,12
58002,7
58003,11
58004,8
58005,7
58006,6
58007,14
58008,12
58009,15
58010,9
58011,13
58012,3
58013,14
58014,9
58015,6
58016,11
58017,19
58018,11
58019,8
58020,3
58021,12
58022,8
58023,8
58024,16
58025,11
58026,13
58027,5
58028,6
58029,5
58030,4
58031,10
58032,7
58033,8
58034,14
58035,11
58036,6
58037,12
58038,9
58039,8
58040,9
58041,4
58042,5
58043,6
58044,11
58045,2
58046,4
58047,10
58048,2
58049,5
58050,8
58051,9
58052,8
58053,4
58054,9
58055,5
58056,5
58057,9
58058,7
58059,5
58060,10
58061,7
58062,11
58063,5
58064,5
58065,5
58066,15
58067,5
58068,13
58069,3
58070,5
58071,6
58072,5
58073,1
58074,12
58075,7
58076,8
58077,6
58078,5
58079,1
58080,5
58081,14
58082,3
58083,5
58084,4
58085,4
58086,7
58087,8
58088,3
58089,2
58090,9
58091,4
58092,6
58093,7
58094,4
58095,4
58096,7
58097,0
58098,9
58099,2
58100,10
58101,10
58102,6
58103,13
58104,9
58105,3
58106,8
58107,7
58108,5
58109,9
58110,4
58111,9
58112,9
58113,7
58114,6
58115,10
58116,5
58117,4
58118,8
58119,3
58120,4
58121,7
58122,4
58123,4
58124,2
58125,3
58126,7
58127,4
58128,7
58129,10
58130,10
58131,4
58132,12
58133,4
58134,6
58135,7
58136,5
58137,3
58138,10
58139,8
58140,5
58141,9
58142,9
58143,1
58144,6
58145,11
58146,6
58147,13
58148,9
58149,4
58150,6
58151,6
58152,6
58153,9
58154,19
58155,4
58156,12
58157,4
58158,5
58159,8
58160,9
58161,2
58162,12
58163,7
58164,8
58165,9
58166,0
58167,2
58168,12
58169,6
58170,6
58171,12
58172,10
58173,7
58174,16
58175,2
58176,10
58177,5
58178,11
58179,8
58180,10
58181,9
58182,13
58183,3
58184,11
58185,5
58186,0
58187,12
58188,7
58189,2
58190,15
58191,4
58192,3
58193,7
58194,11
58195,11
58196,2
58197,11
58198,9
58199,2
58200,7
58201,5
58202,6
58203,4
58204,6
58205,5
58206,2
58207,7
58208,14
58209,2
58210,10
58211,2
58212,2
58213,4
58214,4
58215,3
58216,5
58217,4
58218,1
58219,6
58220,7
58221,10
58222,9
58223,6
58224,12
58225,13
58226,14
58227,2
58228,3
58229,4
58230,6
58231,10
58232,6
58233,6
58234,19
58235,5
58236,9
58237,5
58238,6
58239,5
58240,4
58241,7
58242,5
58243,6
58244,11
58245,9
58246,13
58247,4
58248,4
58249,10
58250,3
58251,10
58252,4
58253,10
58254,3
58255,15
58256,4
58257,12
58258,9
58259,7
58260,7
58261,8
58262,6
58263,7
58264,5
58265,2
58266,1
58267,4
58268,5
58269,1
58270,2
58271,3
58272,4
58273,10
58274,0
58275,7
58276,11
58277,2
58278,5
58279,13
58280,4
58281,9
58282,11
58283,14
58284,4
58285,4
58286,15
58287,7
58288,8
58289,7
58290,9
58291,10
58292,11
58293,10
58294,8
58295,6
58296,3
58297,6
58298,11
58299,6
58300,7
58301,4
58302,12
58303,11
58304,5
58305,18
58306,3
58307,9
58308,4
58309,8
58310,4
58311,15
58312,0
58313,15
58314,9
58315,12
58316,8
58317,10
58318,5
58319,8
58320,10
58321,2
58322,9
58323,11
58324,14
58325,15
58326,7
58327,16
58328,10
58329,4
58330,11
58331,8
58332,5
58333,1
58334,9
58335,7
58336,9
58337,2
58338,11
58339,8
58340,11
58341,4
58342,11
58343,15
58344,9
58345,15
58346,13
58347,2
58348,7
58349,5
58350,7
58351,12
58352,7
58353,6
58354,8
58355,3
58356,9
58357,0
58358,5
58359,2
58360,4
58361,3
58362,0
58363,4
58364,3
58365,4
58366,6
58367,11
58368,5
58369,5
58370,9
58371,3
58372,2
58373,5
58374,3
58375,2
58376,3
58377,8
58378,6
58379,4
58380,5
58381,4
58382,6
58383,4
58384,6
58385,7
58386,4
58387,5
58388,6
58389,5
58390,9
58391,6
58392,5
58393,5
58394,13
58395,5
58396,8
58397,8
58398,6
58399,11
58400,9
58401,8
58402,9
58403,12
58404,13
58405,9
58406,11
58407,8
58408,2
58409,7
58410,2
58411,4
58412,5
58413,10
58414,4
58415,6
58416,2
58417,5
58418,12
58419,2
58420,13
58421,4
58422,6
58423,4
58424,7
58425,10
58426,2
58427,9
58428,6
58429,6
58430,12
58431,10
58432,2
58433,8
58434,4
58435,4
58436,12
58437,11
58438,10
58439,3
58440,6
58441,7
58442,7
58443,10
58444,10
58445,4
58446,8
58447,2
58448,7
58449,9
58450,6
58451,3
58452,9
58453,7
58454,12
58455,4
58456,6
58457,9
58458,11
58459,7
58460,6
58461,10
58462,6
58463,9
58464,13
58465,11
58466,8
58467,6
58468,4
58469,4
58470,6
58471,5
58472,7
58473,8
58474,5
58475,12
58476,8
58477,6
58478,6
58479,9
58480,13
58481,11
58482,12
58483,9
58484,7
58485,4
58486,12
58487,12
58488,4
58489,12
58490,12
58491,2
58492,15
58493,8
58494,4
58495,4
58496,3
58497,7
58498,3
58499,10
58500,4
58501,8
58502,0
58503,4
58504,7
58505,6
58506,2
58507,5
58508,7
58509,6
58510,0
58511,11
58512,4
58513,10
58514,4
58515,8
58516,4
58517,9
58518,4
58519,10
58520,4
58521,6
58522,4
58523,7
58524,2
58525,8
58526,6
58527,10
58528,9
58529,7
58530,11
58531,10
58532,7
58533,6
58534,4
58535,8
58536,8
58537,8
58538,9
58539,6
58540,10
58541,4
58542,4
58543,4
58544,8
58545,2
58546,6
58547,5
58548,7
58549,1
58550,10
58551,3
58552,11
58553,4
58554,14
58555,5
58556,10
58557,2
58558,9
58559,4
58560,12
58561,6
58562,4
58563,8
58564,7
58565,4
58566,10
58567,5
58568,14
58569,5
58570,15
58571,5
58572,13
58573,4
58574,5
58575,7
58576,13
58577,7
58578,10
58579,6
58580,6
58581,13
58582,3
58583,4
58584,10
58585,7
58586,7
58587,14
58588,6
58589,7
58590,14
58591,9
58592,6
58593,6
58594,12
58595,11
58596,2
58597,6
58598,2
58599,3
58600,7
58601,7
58602,3
58603,10
58604,8
58605,8
58606,9
58607,8
58608,8
58609,10
58610,6
58611,0
58612,10
58613,12
58614,6
58615,11
58616,13
58617,18
58618,13
58619,6
58620,11
58621,9
58622,13
58623,12
58624,10
58625,5
58626,13
58627,9
58628,9
58629,6
58630,3
58631,8
58632,11
58633,8
58634,2
58635,9
58636,12
58637,2
58638,11
58639,4
58640,11
58641,14
58642,15
58643,6
58644,13
58645,4
58646,7
58647,10
58648,9
58649,10
58650,11
58651,5
58652,6
58653,7
58654,11
58655,6
58656,10
58657,4
58658,6
58659,7
58660,10
58661,2
58662,5
58663,4
58664,2
58665,5
58666,4
58667,6
58668,6
58669,11
58670,7
58671,4
58672,11
58673,4
58674,11
58675,9
58676,8
58677,2
58678,5
58679,1
58680,7
58681,3
58682,13
58683,13
58684,9
58685,5
58686,9
58687,6
58688,3
58689,3
58690,5
58691,4
58692,3
58693,14
58694,10
58695,9
58696,9
58697,8
58698,9
58699,7
58700,8
58701,0
58702,10
58703,10
58704,5
58705,12
58706,9
58707,0
58708,10
58709,4
58710,2
58711,8
58712,4
58713,6
58714,15
58715,1
58716,2
58717,1
58718,5
58719,7
58720,5
58721,6
58722,6
58723,13
58724,11
58725,4
58726,8
58727,5
58728,9
58729,6
58730,5
58731,4
58732,10
58733,12
58734,5
58735,11
58736,16
58737,7
58738,11
58739,10
58740,6
58741,7
58742,9
58743,5
58744,6
58745,7
58746,1
58747,4
58748,6
58749,8
58750,6
58751,7
58752,6
58753,9
58754,8
58755,3
58756,4
58757,6
58758,3
58759,12
58760,15
58761,9
58762,5
58763,8
58764,8
58765,9
58766,9
58767,6
58768,4
58769,8
58770,11
58771,2
58772,2
58773,9
58774,5
58775,6
58776,11
58777,2
58778,2
58779,9
58780,8
58781,2
58782,14
58783,5
58784,10
58785,10
58786,3
58787,5
58788,4
58789,3
58790,5
58791,8
58792,6
58793,4
58794,5
58795,8
58796,6
58797,6
58798,5
58799,2
58800,7
58801,1
58802,4
58803,4
58804,4
58805,7
58806,3
58807,7
58808,6
58809,8
58810,3
58811,8
58812,5
58813,7
58814,7
58815,2
58816,6
58817,15
58818,4
58819,6
58820,10
58821,8
58822,3
58823,10
58824,1
58825,3
58826,8
58827,3
58828,2
58829,12
58830,3
58831,9
58832,2
58833,5
58834,2
58835,12
58836,7
58837,6
58838,2
58839,6
58840,3
58841,4
58842,6
58843,5
58844,4
58845,3
58846,16
58847,9
58848,8
58849,6
58850,3
58851,4
58852,7
58853,2
58854,4
58855,5
58856,6
58857,1
58858,4
58859,2
58860,1
58861,9
58862,8
58863,6
58864,8
58865,6
58866,6
58867,2
58868,8
58869,7
58870,5
58871,5
58872,6
58873,1
58874,9
58875,3
58876,5
58877,5
58878,4
58879,5
58880,11
58881,3
58882,4
58883,5
58884,9
58885,10
58886,14
58887,8
58888,9
58889,4
58890,6
58891,6
58892,6
58893,3
58894,10
58895,9
58896,10
58897,4
58898,6
58899,3
58900,9
58901,4
58902,9
58903,8
58904,4
58905,4
58906,6
58907,1
58908,4
58909,5
58910,9
58911,15
58912,11
58913,10
58914,7
58915,8
58916,8
58917,5
58918,9
58919,7
58920,10
58921,14
58922,1
58923,13
58924,6
58925,4
58926,10
58927,6
58928,7
58929,14
58930,3
58931,8
58932,7
58933,2
58934,7
58935,5
58936,4
58937,8
58938,4
58939,6
58940,5
58941,5
58942,10
58943,4
58944,8
58945,9
58946,6
58947,12
58948,8
58949,7
58950,6
58951,7
58952,5
58953,5
58954,5
58955,2
58956,5
58957,8
58958,6
58959,3
58960,5
58961,16
58962,3
58963,5
58964,7
58965,6
58966,5
58967,7
58968,10
58969,1
58970,12
58971,4
58972,5
58973,11
58974,6
58975,4
58976,8
58977,6
58978,3
58979,9
58980,7
58981,3
58982,7
58983,8
58984,5
58985,8
58986,6
58987,4
58988,9
58989,10
58990,2
58991,6
58992,3
58993,11
58994,1
58995,4
58996,6
58997,4
58998,6
58999,6
59000,5
59001,11
59002,4
59003,11
59004,8
59005,4
59006,3
59007,2
59008,4
59009,6
59010,5
59011,3
59012,4
59013,4
59014,3
59015,14
59016,2
59017,4
59018,8
59019,3
59020,4
59021,2
59022,4
59023,6
59024,5
59025,4
59026,10
59027,5
59028,3
59029,11
59030,3
59031,7
59032,3
59033,3
59034,6
59035,2
59036,3
59037,9
59038,9
59039,9
59040,3
59041,12
59042,2
59043,6
59044,15
59045,10
59046,12
59047,11
59048,6
59049,5
59050,6
59051,4
59052,5
59053,13
59054,3
59055,5
59056,12
59057,9
59058,2
59059,4
59060,4
59061,4
59062,13
59063,10
59064,6
59065,17
59066,5
59067,12
59068,10
59069,6
59070,7
59071,8
59072,4
59073,9
59074,10
59075,8
59076,6
59077,2
59078,4
59079,6
59080,14
59081,10
59082,10
59083,8
59084,4
59085,9
59086,7
59087,2
59088,7
59089,11
59090,1
59091,13
59092,4
59093,6
59094,4
59095,4
59096,7
59097,3
59098,7
59099,11
59100,8
59101,14
59102,5
59103,2
59104,7
59105,9
59106,7
59107,11
59108,9
59109,13
59110,7
59111,6
59112,5
59113,0
59114,5
59115,7
59116,6
59117,3
59118,6
59119,7
59120,3
59121,4
59122,6
59123,3
59124,4
59125,3
59126,2
59127,5
59128,9
59129,7
59130,2
59131,0
59132,3
59133,6
59134,13
59135,4
59136,8
59137,6
59138,5
59139,3
59140,5
59141,5
59142,9
59143,5
59144,8
59145,11
59146,3
59147,4
59148,9
59149,6
59150,8
59151,4
59152,7
59153,2
59154,3
59155,9
59156,5
59157,8
59158,1
59159,8
59160,7
59161,0
59162,11
59163,8
59164,7
59165,14
59166,7
59167,12
59168,8
59169,2
59170,5
59171,9
59172,7
59173,5
59174,9
59175,8
59176,13
59177,8
59178,2
59179,0
59180,1
59181,0
59182,5
59183,10
59184,4
59185,7
59186,2
59187,6
59188,5
59189,2
59190,6
59191,4
59192,12
59193,12
59194,6
59195,6
59196,4
59197,5
59198,6
59199,4
59200,9
59201,10
59202,6
59203,4
59204,5
59205,7
59206,8
59207,5
59208,12
59209,7
59210,10
59211,10
59212,17
59213,3
59214,12
59215,3
59216,1
59217,7
59218,8
59219,4
59220,8
59221,2
59222,4
59223,2
59224,6
59225,5
59226,9
59227,11
59228,8
59229,10
59230,4
59231,4
59232,9
59233,9
59234,7
59235,9
59236,7
59237,2
59238,7
59239,0
59240,8
59241,11
59242,11
59243,4
59244,11
59245,2
59246,3
59247,9
59248,3
59249,0
59250,6
59251,4
59252,5
59253,5
59254,3
59255,2
59256,2
59257,4
59258,5
59259,6
59260,5
59261,3
59262,4
59263,3
59264,10
59265,6
59266,5
59267,11
59268,10
59269,9
59270,4
59271,14
59272,7
59273,6
59274,3
59275,5
59276,4
59277,12
59278,3
59279,7
59280,5
59281,4
59282,6
59283,7
59284,3
59285,4
59286,4
59287,10
59288,6
59289,3
59290,5
59291,3
59292,4
59293,3
59294,6
59295,6
59296,4
59297,14
59298,10
59299,0
59300,11
59301,2
59302,2
59303,5
59304,6
59305,1
59306,8
59307,4
59308,3
59309,12
59310,6
59311,14
59312,3
59313,8
59314,9
59315,2
59316,11
59317,4
59318,11
59319,9
59320,5
59321,6
59322,8
59323,6
59324,16
59325,6
59326,13
59327,7
59328,2
59329,5
59330,6
59331,10
59332,4
59333,10
59334,9
59335,4
59336,6
59337,12
59338,5
59339,10
59340,13
59341,5
59342,5
59343,10
59344,10
59345,2
59346,6
59347,0
59348,4
59349,11
59350,4
59351,6
59352,7
59353,9
59354,7
59355,2
59356,4
59357,7
59358,9
59359,5
59360,1
59361,10
59362,9
59363,8
59364,9
59365,2
59366,4
59367,4
59368,2
59369,2
59370,5
59371,5
59372,5
59373,4
59374,4
59375,5
59376,9
59377,2
59378,3
59379,10
59380,9
59381,0
59382,7
59383,6
59384,1
59385,2
59386,6
59387,6
59388,16
59389,3
59390,2
59391,7
59392,6
59393,6
59394,9
59395,10
59396,11
59397,11
59398,11
59399,3
59400,18
59401,5
59402,2
59403,16
59404,11
59405,6
59406,2
59407,8
59408,5
59409,4
59410,2
59411,3
59412,5
59413,3
59414,5
59415,5
59416,6
59417,2
59418,3
59419,12
59420,4
59421,6
59422,9
59423,5
59424,10
59425,2
59426,5
59427,7
59428,6
59429,6
59430,6
59431,7
59432,4
59433,5
59434,8
59435,5
59436,3
59437,8
59438,6
59439,7
59440,8
59441,2
59442,13
59443,7
59444,5
59445,10
59446,4
59447,6
59448,15
59449,10
59450,9
59451,1
59452,5
59453,5
59454,6
59455,2
59456,6
59457,2
59458,4
59459,8
59460,9
59461,2
59462,6
59463,8
59464,4
59465,8
59466,10
59467,8
59468,8
59469,13
59470,7
59471,2
59472,8
59473,7
59474,8
59475,11
59476,9
59477,6
59478,10
59479,11
59480,3
59481,9
59482,6
59483,11
59484,11
59485,8
59486,10
59487,9
59488,4
59489,7
59490,2
59491,13
59492,6
59493,10
59494,2
59495,2
59496,7
59497,3
59498,2
59499,12
59500,4
59501,12
59502,12
59503,7
59504,4
59505,13
59506,10
59507,13
59508,9
59509,15
59510,8
59511,12
59512,8
59513,7
59514,3
59515,5
59516,6
59517,10
59518,12
59519,10
59520,0
59521,7
59522,7
59523,7
59524,12
59525,11
59526,4
59527,10
59528,12
59529,5
59530,3
59531,16
59532,11
59533,7
59534,13
59535,13
59536,1
59537,8
59538,8
59539,0
59540,8
59541,7
59542,9
59543,7
59544,9
59545,4
59546,7
59547,2
59548,7
59549,5
59550,7
59551,1
59552,12
59553,4
59554,0
59555,8
59556,4
59557,0
59558,4
59559,5
59560,8
59561,6
59562,24
59563,0
59564,12
59565,13
59566,8
59567,12
59568,10
59569,2
59570,10
59571,13
59572,6
59573,8
59574,4
59575,6
59576,7
59577,9
59578,9
59579,10
59580,13
59581,15
59582,13
59583,11
59584,5
59585,8
59586,7
59587,3
59588,15
59589,8
59590,12
59591,5
59592,13
59593,7
59594,6
59595,13
59596,4
59597,7
59598,4
59599,4
59600,9
59601,4
59602,4
59603,8
59604,5
59605,2
59606,5
59607,1
59608,4
59609,13
59610,2
59611,13
59612,5
59613,11
59614,7
59615,8
59616,4
59617,4
59618,0
59619,10
59620,11
59621,10
59622,3
59623,4
59624,4
59625,3
59626,6
59627,6
59628,9
59629,8
59630,7
59631,14
59632,12
59633,8
59634,4
59635,6
59636,5
59637,4
59638,6
59639,12
59640,4
59641,16
59642,6
59643,10
59644,7
59645,11
59646,3
59647,7
59648,3
59649,8
59650,7
59651,6
59652,3
59653,6
59654,2
59655,6
59656,2
59657,3
59658,4
59659,4
59660,7
59661,4
59662,3
59663,10
59664,3
59665,2
59666,10
59667,9
59668,10
59669,10
59670,9
59671,9
59672,9
59673,8
59674,9
59675,3
59676,9
59677,12
59678,7
59679,9
59680,12
59681,8
59682,1
59683,12
59684,4
59685,7
59686,5
59687,7
59688,3
59689,6
59690,5
59691,4
59692,2
59693,3
59694,7
59695,2
59696,3
59697,9
59698,6
59699,8
59700,3
59701,1
59702,3
59703,6
59704,4
59705,5
59706,6
59707,8
59708,0
59709,11
59710,8
59711,6
59712,5
59713,11
59714,11
59715,5
59716,8
59717,6
59718,4
59719,5
59720,3
59721,5
59722,7
59723,7
59724,3
59725,10
59726,4
59727,4
59728,7
59729,7
59730,2
59731,9
59732,13
59733,7
59734,7
59735,7
59736,7
59737,6
59738,5
59739,7
59740,5
59741,6
59742,9
59743,3
59744,11
59745,5
59746,5
59747,11
59748,5
59749,14
59750,12
59751,7
59752,13
59753,6
59754,10
59755,9
59756,7
59757,9
59758,8
59759,5
59760,8
59761,8
59762,2
59763,5
59764,4
59765,6
59766,5
59767,0
59768,10
59769,5
59770,6
59771,6
59772,2
59773,5
59774,13
59775,1
59776,12
59777,4
59778,5
59779,12
59780,8
59781,11
59782,11
59783,8
59784,9
59785,7
59786,8
59787,9
59788,13
59789,4
59790,8
59791,2
59792,13
59793,1
59794,0
59795,12
59796,3
59797,4
59798,13
59799,5
59800,6
59801,6
59802,5
59803,5
59804,6
59805,10
59806,3
59807,7
59808,5
59809,7
59810,10
59811,7
59812,5
59813,4
59814,4
59815,6
59816,7
59817,8
59818,4
59819,7
59820,6
59821,9
59822,10
59823,10
59824,4
59825,8
59826,9
59827,7
59828,5
59829,8
59830,2
59831,15
59832,4
59833,4
59834,5
59835,9
59836,10
59837,9
59838,6
59839,3
59840,9
59841,4
59842,9
59843,12
59844,4
59845,16
59846,6
59847,4
59848,6
59849,3
59850,3
59851,8
59852,3
59853,12
59854,6
59855,9
59856,4
59857,6
59858,8
59859,9
59860,7
59861,8
59862,2
59863,3
59864,4
59865,3
59866,4
59867,4
59868,7
59869,6
59870,1
59871,12
59872,2
59873,0
59874,5
59875,7
59876,3
59877,0
59878,8
59879,5
59880,0
59881,9
59882,6
59883,3
59884,15
59885,11
59886,7
59887,4
59888,2
59889,2
59890,8
59891,4
59892,6
59893,9
59894,5
59895,7
59896,7
59897,13
59898,9
59899,6
59900,3
59901,15
59902,11
59903,2
59904,10
59905,3
59906,4
59907,5
59908,8
59909,5
59910,2
59911,8
59912,1
59913,0
59914,6
59915,7
59916,3
59917,2
59918,1
59919,2
59920,1
59921,1
59922,5
59923,5
59924,1
59925,0
59926,9
59927,3
59928,4
59929,7
59930,2
59931,3
59932,5
59933,1
59934,6
59935,9
59936,6
59937,5
59938,5
59939,3
59940,7
59941,4
59942,4
59943,3
59944,15
59945,5
59946,9
59947,14
59948,8
59949,7
59950,7
59951,5
59952,2
59953,5
59954,10
59955,3
59956,8
59957,3
59958,7
59959,6
59960,4
59961,5
59962,6
59963,5
59964,2
59965,4
59966,1
59967,2
59968,4
59969,0
59970,4
59971,2
59972,6
59973,11
59974,3
59975,8
59976,12
59977,7
59978,5
59979,8
59980,3
59981,5
59982,11
59983,4
59984,11
59985,3
59986,8
59987,3
59988,9
59989,4
59990,7
59991,6
59992,9
59993,5
59994,4
59995,6
59996,9
59997,7
59998,7
59999,10
60000,3
60001,1
60002,0
60003,0
60004,0
60005,1
60006,0
60007,2
60008,0
60009,1
60010,2
60011,0
60012,4
60013,3
60014,1
60015,1
60016,4
60017,2
60018,1
60019,1
60020,2
60021,0
60022,2
60023,0
60024,2
60025,2
60026,1
60027,0
60028,1
60029,1
60030,0
60031,0
60032,0
60033,4
60034,1
60035,3
60036,0
60037,2
60038,3
60039,2
60040,1
60041,2
60042,0
60043,3
60044,2
60045,1
60046,0
60047,3
60048,2
60049,4
60050,3
60051,0
60052,1
60053,0
60054,1
60055,6
60056,1
60057,6
60058,3
60059,1
60060,0
60061,2
60062,1
60063,0
60064,0
60065,0
60066,1
60067,1
60068,0
60069,2
60070,0
60071,0
60072,0
60073,0
60074,2
60075,1
60076,0
60077,2
60078,3
60079,2
60080,1
60081,1
60082,0
60083,2
60084,2
60085,2
60086,0
60087,2
60088,2
60089,5
60090,0
60091,2
60092,1
60093,1
60094,0
60095,2
60096,0
60097,5
60098,3
60099,3
60100,0
60101,2
60102,0
60103,1
60104,0
60105,0
60106,0
60107,0
60108,1
60109,2
60110,0
60111,2
60112,2
60113,2
60114,3
60115,1
60116,0
60117,2
60118,0
60119,2
60120,0
60121,2
60122,2
60123,0
60124,3
60125,0
60126,0
60127,4
60128,2
60129,0
60130,2
60131,4
60132,0
60133,2
60134,3
60135,0
60136,4
60137,0
60138,0
60139,0
60140,2
60141,0
60142,1
60143,1
60144,1
60145,1
60146,3
60147,1
60148,3
60149,1
60150,1
60151,0
60152,2
60153,0
60154,0
60155,0
60156,2
60157,3
60158,0
60159,1
60160,1
60161,1
60162,0
60163,0
60164,0
60165,0
60166,1
60167,2
60168,0
60169,0
60170,0
60171,6
60172,1
60173,1
60174,1
60175,0
60176,1
60177,6
60178,0
60179,1
60180,0
60181,7
60182,2
60183,0
60184,0
60185,0
60186,0
60187,0
60188,0
60189,0
60190,0
60191,3
60192,3
60193,1
60194,5
60195,0
60196,1
60197,1
60198,0
60199,2
60200,2
60201,3
60202,1
60203,2
60204,3
60205,3
60206,5
60207,1
60208,1
60209,5
60210,1
60211,2
60212,2
60213,0
60214,2
60215,0
60216,0
60217,2
60218,0
60219,3
60220,0
60221,0
60222,0
60223,0
60224,2
60225,1
60226,4
60227,1
60228,1
60229,1
60230,0
60231,1
60232,0
60233,0
60234,0
60235,1
60236,1
60237,2
60238,1
60239,2
60240,0
60241,0
60242,2
60243,0
60244,2
60245,1
60246,0
60247,0
60248,0
60249,2
60250,1
60251,0
60252,4
60253,1
60254,1
60255,1
60256,0
60257,3
60258,2
60259,0
60260,0
60261,1
60262,2
60263,3
60264,0
60265,0
60266,1
60267,3
60268,1
60269,2
60270,0
60271,0
60272,6
60273,1
60274,2
60275,0
60276,4
60277,0
60278,3
60279,3
60280,1
60281,1
60282,0
60283,0
60284,5
60285,0
60286,0
60287,2
60288,5
60289,1
60290,0
60291,7
60292,0
60293,0
60294,1
60295,1
60296,2
60297,1
60298,0
60299,0
60300,2
60301,0
60302,2
60303,0
60304,2
60305,4
60306,0
60307,2
60308,3
60309,0
60310,0
60311,0
60312,0
60313,0
60314,1
60315,2
60316,2
60317,0
60318,1
60319,1
60320,0
60321,0
60322,1
60323,0
60324,0
60325,2
60326,3
60327,0
60328,0
60329,2
60330,1
60331,0
60332,0
60333,3
60334,0
60335,4
60336,1
60337,0
60338,0
60339,1
60340,1
60341,1
60342,0
60343,3
60344,1
60345,3
60346,3
60347,0
60348,4
60349,0
60350,1
60351,3
60352,1
60353,4
60354,0
60355,2
60356,1
60357,2
60358,0
60359,0
60360,2
60361,1
60362,1
60363,1
60364,1
60365,0
60366,2
60367,2
60368,4
60369,3
60370,3
60371,2
60372,1
60373,0
60374,0
60375,0
60376,2
60377,2
60378,4
60379,0
60380,0
60381,0
60382,0
60383,4
60384,5
60385,1
60386,1
60387,1
60388,0
60389,0
60390,1
60391,1
60392,1
60393,0
60394,0
60395,0
60396,0
60397,0
60398,0
60399,1
60400,1
60401,1
60402,4
60403,1
60404,1
60405,0
60406,0
60407,1
60408,0
60409,0
60410,2
60411,1
60412,1
60413,1
60414,2
60415,0
60416,0
60417,0
60418,0
60419,3
60420,1
60421,4
60422,1
60423,2
60424,0
60425,1
60426,1
60427,0
60428,3
60429,3
60430,3
60431,2
60432,6
60433,3
60434,0
60435,0
60436,2
60437,2
60438,7
60439,1
60440,0
60441,1
60442,4
60443,0
60444,0
60445,5
60446,3
60447,2
60448,3
60449,0
60450,1
60451,1
60452,1
60453,1
60454,3
60455,0
60456,2
60457,2
60458,0
60459,2
60460,3
60461,2
60462,5
60463,2
60464,1
60465,2
60466,1
60467,1
60468,0
60469,2
60470,3
60471,2
60472,0
60473,0
60474,2
60475,1
60476,0
60477,2
60478,0
60479,4
60480,2
60481,0
60482,2
60483,0
60484,1
60485,0
60486,1
60487,6
60488,1
60489,0
60490,2
60491,2
60492,0
60493,0
60494,4
60495,0
60496,7
60497,1
60498,0
60499,0
60500,2
60501,1
60502,2
60503,0
60504,0
60505,0
60506,3
60507,0
60508,4
60509,0
60510,0
60511,4
60512,1
60513,2
60514,3
60515,2
60516,0
60517,1
60518,0
60519,4
60520,3
60521,2
60522,0
60523,2
60524,2
60525,6
60526,0
60527,5
60528,0
60529,1
60530,2
60531,1
60532,1
60533,2
60534,0
60535,2
60536,4
60537,0
60538,2
60539,4
60540,3
60541,4
60542,0
60543,1
60544,1
60545,1
60546,0
60547,0
60548,2
60549,1
60550,2
60551,2
60552,0
60553,3
60554,1
60555,0
60556,5
60557,1
60558,0
60559,3
60560,1
60561,2
60562,4
60563,2
60564,1
60565,1
60566,3
60567,0
60568,0
60569,1
60570,1
60571,1
60572,0
60573,0
60574,5
60575,0
60576,0
60577,1
60578,0
60579,0
60580,2
60581,2
60582,0
60583,1
60584,0
60585,1
60586,0
60587,2
60588,2
60589,2
60590,0
60591,2
60592,0
60593,4
60594,0
60595,4
60596,3
60597,0
60598,2
60599,4
60600,2
60601,1
60602,1
60603,2
60604,9
60605,0
60606,1
60607,0
60608,0
60609,2
60610,0
60611,1
60612,2
60613,0
60614,1
60615,1
60616,6
60617,0
60618,1
60619,3
60620,2
60621,2
60622,3
60623,0
60624,0
60625,0
60626,0
60627,0
60628,0
60629,0
60630,1
60631,2
60632,4
60633,0
60634,2
60635,0
60636,1
60637,0
60638,2
60639,2
60640,3
60641,0
60642,2
60643,2
60644,0
60645,2
60646,3
60647,0
60648,0
60649,0
60650,0
60651,1
60652,3
60653,1
60654,2
60655,2
60656,1
60657,0
60658,0
60659,0
60660,1
60661,2
60662,0
60663,0
60664,0
60665,4
60666,2
60667,0
60668,5
60669,1
60670,4
60671,3
60672,0
60673,1
60674,1
60675,0
60676,0
60677,2
60678,3
60679,1
60680,2
60681,4
60682,2
60683,5
60684,3
60685,6
60686,3
60687,6
60688,5
60689,9
60690,1
60691,0
60692,2
60693,1
60694,1
60695,2
60696,2
60697,1
60698,1
60699,0
60700,0
60701,2
60702,1
60703,1
60704,2
60705,0
60706,0
60707,0
60708,0
60709,0
60710,0
60711,1
60712,0
60713,2
60714,0
60715,3
60716,2
60717,0
